district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
2,61,0,2,1,53,1,0,7,342950
1,45,0,2,4,117,1,0,10,550000
1,42,0,2,2,71,1,0,7,540000
4,62,0,2,3,82,1,0,13,359000
0,26,0,2,4,175,1,0,7,1145000
8,49,0,2,3,98,1,0,11,435000
1,45,0,2,5,214,1,0,11,3000000
4,8,0,1,6,255,1,0,18,2275000
8,38,0,2,2,61,0,0,10,299500
4,8,0,2,5,226,1,0,11,1140000
7,4,0,2,4,132,1,0,13,1980000
6,11,0,2,4,80,1,0,10,225000
0,26,0,2,1,77,1,0,0,460000
2,33,0,2,1,35,1,0,7,134000
0,26,0,2,2,106,1,0,0,600000
8,49,0,2,3,80,1,0,7,245000
0,26,0,2,4,95,1,0,7,380000
9,15,0,2,1,54,1,1,18,209000
7,59,0,2,4,101,1,0,19,230000
9,40,0,2,2,56,0,0,0,285000
2,61,0,2,2,75,0,0,18,305000
9,14,0,2,2,95,1,0,11,510000
9,14,0,2,4,232,1,0,10,1750000
6,34,0,2,2,50,1,0,0,255000
4,50,0,4,2,110,1,0,11,335000
0,41,0,2,5,95,0,0,11,220000
4,50,0,2,4,92,1,0,7,420708
3,25,0,2,3,64,1,0,10,290000
9,20,0,2,5,331,1,0,0,1570000
7,10,0,2,3,71,1,0,0,188000
7,30,0,2,4,170,0,0,0,453000
5,52,0,2,3,77,0,0,10,139900
2,61,0,2,2,85,0,0,11,410000
2,33,0,2,3,123,1,0,7,375000
9,14,0,2,5,165,1,0,11,860000
0,41,0,2,3,85,0,0,11,260000
4,50,0,2,4,83,1,0,12,350000
1,35,0,4,3,113,1,0,12,530000
1,53,0,2,2,83,0,0,0,250000
9,64,0,2,3,121,1,0,7,600000
9,40,0,2,4,120,1,0,7,509000
1,12,0,1,2,91,1,0,7,600000
1,45,0,2,4,160,1,0,13,760000
2,21,2,4,2,108,1,0,10,530000
9,14,2,2,3,90,1,0,0,695000
9,14,2,2,3,118,1,0,7,921000
9,14,2,2,2,87,1,0,7,725000
7,39,2,2,2,81,1,0,7,411000
9,14,2,2,1,51,1,0,0,403000
7,37,2,2,1,89,1,0,18,577500
7,37,2,4,1,95,1,0,7,617000
7,37,2,2,1,63,1,0,0,378500
7,39,2,2,2,76,1,0,0,426000
7,39,2,2,3,96,1,0,7,473500
1,42,2,4,3,105,1,0,12,1269000
1,42,2,2,3,105,1,0,0,1075000
1,42,2,2,4,210,1,0,0,1879000
5,24,2,2,3,83,1,0,10,418200
9,14,2,2,3,124,1,0,7,795000
9,14,2,2,1,62,1,0,7,445000
9,14,2,2,1,62,1,0,0,420000
7,27,2,2,5,201,1,0,4,860000
7,27,2,2,5,206,1,0,4,874800
4,62,2,2,2,102,1,0,0,550000
4,62,2,2,2,95,1,0,0,530500
4,62,2,2,2,100,1,0,11,630000
2,61,2,2,2,88,1,0,7,646000
5,24,2,2,2,56,1,0,0,295800
1,45,2,2,2,150,1,0,11,2158000
1,45,2,2,2,85,1,0,10,858000
1,45,2,2,2,192,1,0,18,2188000
9,14,2,2,2,102,1,0,0,845000
9,14,2,2,2,106,1,0,0,880000
9,14,2,1,2,106,1,0,18,1035000
3,46,2,2,3,116,1,0,7,435000
0,41,2,2,2,76,1,0,7,465000
0,41,2,2,2,151,1,0,18,565000
0,41,2,2,2,84,1,0,7,475000
8,19,2,1,1,79,1,0,18,355000
8,19,2,2,2,69,1,0,0,331000
8,19,2,2,2,69,1,0,7,337000
1,45,2,2,2,76,1,0,0,490000
1,45,2,2,2,76,1,0,10,505000
1,45,2,2,2,77,1,0,7,495000
1,53,2,2,1,50,1,0,19,295000
1,53,2,2,1,50,1,0,10,315000
1,53,2,2,2,68,1,0,19,375000
0,26,2,2,4,172,1,0,0,1115000
0,26,2,2,2,72,1,0,7,590000
0,26,2,2,3,166,1,0,10,1200000
2,61,2,2,1,51,1,0,0,315400
2,61,2,2,1,53,1,0,7,342950
1,53,2,2,2,60,1,0,0,370000
1,53,2,2,2,60,1,0,7,380000
1,53,2,2,2,60,1,0,0,365000
7,37,2,2,2,66,1,0,0,400000
7,39,2,2,3,96,1,0,10,560000
7,39,2,2,3,96,1,0,7,545000
7,37,2,2,3,124,1,0,0,575700
7,37,2,2,1,71,1,0,18,341000
7,37,2,2,2,122,1,0,18,548400
9,40,2,2,1,45,1,0,10,440000
9,40,2,2,1,50,1,0,18,520000
9,40,2,2,1,45,1,0,0,407000
1,53,2,1,4,159,1,0,18,820000
1,53,2,2,2,78,1,0,0,435000
1,53,2,2,3,149,1,0,11,745000
5,24,2,2,2,66,1,0,0,331500
0,41,2,2,1,50,1,0,0,322000
0,41,2,2,2,62,1,0,10,478000
0,41,2,2,1,59,1,0,0,352000
9,14,2,2,3,101,1,0,7,775000
9,14,2,2,2,95,1,0,7,820000
9,14,2,2,3,91,1,0,0,749000
2,55,2,2,3,94,1,0,7,595000
2,55,2,2,1,53,1,0,0,309000
2,55,2,2,2,72,1,0,7,470000
1,42,2,2,1,55,1,0,10,367200
1,42,2,2,1,55,1,0,0,345600
1,42,2,2,1,55,1,0,7,356400
1,12,2,2,3,89,1,0,10,540000
1,12,2,2,3,89,1,0,7,530000
1,12,2,2,2,72,1,0,0,580000
1,42,2,2,3,111,1,0,18,1095000
1,42,2,4,3,105,1,0,12,1475000
6,11,2,2,4,102,1,0,18,430000
7,39,2,2,1,67,1,0,7,359000
9,14,2,2,2,69,1,0,11,608000
9,14,2,2,2,70,1,0,0,599000
9,14,2,2,2,69,1,0,0,583000
3,5,2,2,3,91,1,0,7,425000
3,5,2,2,3,91,1,0,0,415000
7,39,2,2,2,86,1,0,7,469000
3,46,2,2,3,114,1,0,0,430000
3,46,2,2,3,116,1,0,0,415000
8,49,2,2,2,68,1,0,11,242400
8,49,2,2,1,50,1,0,12,180610
8,49,2,2,3,84,1,0,7,291700
8,19,2,2,2,72,1,0,0,335000
6,7,2,2,2,56,1,0,7,258000
6,7,2,2,2,56,1,0,7,262000
2,33,2,1,4,99,1,0,18,395000
2,33,2,1,3,86,1,0,18,355000
2,33,2,4,1,50,1,0,7,250000
5,24,2,2,2,55,1,0,0,234000
5,24,2,2,2,62,1,0,0,253000
5,24,2,2,1,47,1,0,0,199000
7,39,2,4,3,96,1,0,12,610000
3,46,2,2,3,83,1,0,0,455000
3,46,2,2,3,81,1,0,0,430000
8,6,2,2,2,87,1,0,18,420000
8,6,2,2,2,69,1,0,7,335000
8,6,2,2,2,82,1,0,0,400000
2,29,2,2,2,74,1,0,7,420000
2,29,2,2,3,68,1,0,10,410000
2,29,2,2,2,75,1,0,0,415000
6,11,2,2,3,85,1,0,18,355000
6,11,2,2,3,102,1,0,18,430000
5,9,2,1,4,101,1,0,18,350000
5,9,2,1,4,107,1,0,7,450000
5,9,2,2,2,52,1,0,7,270000
3,46,2,2,2,64,1,0,18,375000
1,42,2,4,4,204,1,0,12,2975000
1,42,2,4,4,144,1,0,12,1980000
3,25,2,2,2,100,1,0,11,570000
3,25,2,2,4,121,1,0,10,625000
3,25,2,2,4,121,1,0,11,660000
3,25,2,1,3,113,1,0,10,600000
5,24,2,2,2,68,1,0,10,382500
5,24,2,2,3,81,1,0,11,433500
3,25,2,2,2,100,1,0,0,475000
3,25,2,2,2,100,1,0,10,515000
3,25,2,1,3,113,1,0,0,515000
3,25,2,2,4,121,1,0,0,595000
9,14,2,1,2,132,1,0,18,865000
4,62,2,2,2,100,1,0,7,695000
6,34,2,2,2,73,1,0,7,328000
6,34,2,2,2,65,1,0,0,324000
6,34,2,2,1,63,1,0,18,369000
7,32,2,2,2,84,1,0,13,425000
7,32,2,2,3,104,1,0,19,376000
7,32,2,2,3,99,1,0,11,480000
7,32,2,1,3,190,1,0,18,597000
4,62,2,2,2,89,1,0,12,692000
4,62,2,2,2,134,1,0,0,670000
5,24,2,2,2,66,1,0,7,336600
5,24,2,2,2,56,1,0,7,331500
1,53,2,1,1,134,1,0,18,495000
1,53,2,4,3,138,1,0,12,795000
1,53,2,4,3,189,1,0,12,1090000
9,40,2,2,2,158,1,0,18,900000
9,40,2,2,2,160,1,0,18,910000
1,53,2,4,1,128,1,0,14,780000
1,53,2,4,2,160,1,0,14,970000
1,45,2,2,2,195,1,0,18,2158000
1,45,2,4,2,145,1,0,11,2188000
1,45,2,2,3,158,1,0,0,1368000
9,14,2,2,3,134,1,0,7,1395000
9,14,2,2,3,138,1,0,0,1370000
9,14,2,1,2,115,1,0,18,1130000
6,54,2,2,3,105,1,0,0,462000
6,54,2,2,3,104,1,0,0,457000
6,54,2,2,3,104,1,0,18,523000
6,54,2,2,2,56,1,0,18,242000
8,6,2,2,3,109,1,0,18,467000
7,27,2,2,4,151,1,0,7,833900
0,41,2,1,2,128,1,0,12,595000
5,24,2,2,2,70,1,0,11,377400
3,46,2,2,3,113,1,0,18,474000
3,46,2,2,3,121,1,0,0,445000
7,4,2,2,4,100,1,0,13,533000
0,41,2,2,2,80,1,0,0,475000
3,36,2,1,3,110,1,0,18,395000
0,41,2,2,2,71,1,0,11,485000
0,41,2,2,2,71,1,0,10,475000
0,41,2,2,2,150,1,0,18,565000
0,41,2,2,2,84,1,0,0,465000
3,5,2,2,3,88,1,0,18,432500
3,5,2,2,3,97,1,0,18,530000
3,5,2,2,3,92,1,0,0,526500
3,5,2,2,3,88,1,0,0,502500
7,39,2,2,4,95,1,0,10,499000
7,39,2,2,2,66,1,0,7,340000
7,39,2,2,2,67,1,0,0,315000
6,34,2,2,1,51,1,0,12,279000
0,41,2,2,2,95,1,0,7,592000
0,41,2,2,2,95,1,0,7,591000
0,41,2,2,2,80,1,0,7,498000
0,41,2,2,2,92,1,0,7,474000
0,41,2,2,1,53,1,0,7,339000
0,41,2,2,3,77,1,0,0,416000
0,41,2,2,1,66,1,0,0,380000
0,41,2,2,1,51,1,0,0,322000
0,41,2,2,2,100,1,0,18,481000
7,10,2,1,2,148,1,0,18,698000
7,60,2,2,2,85,1,0,12,565000
7,60,2,2,2,85,1,0,7,535000
7,60,2,2,2,110,1,0,10,634000
7,60,2,2,2,110,1,0,11,644000
7,60,2,2,2,87,1,0,0,520000
7,60,2,2,2,85,1,0,11,555000
8,19,2,2,2,69,1,0,10,343000
8,19,2,2,2,88,1,0,7,399000
8,19,2,1,3,115,1,0,18,489000
8,19,2,2,2,81,1,0,0,375000
8,19,2,2,2,81,1,0,10,389000
8,19,2,1,4,128,1,0,18,545000
8,19,2,2,2,81,1,0,7,382000
1,45,2,2,2,75,1,0,11,510000
1,45,2,4,2,75,1,0,12,655000
1,45,2,4,2,75,1,0,12,650000
1,53,2,2,3,97,1,0,10,550000
1,53,2,2,3,97,1,0,7,540000
1,53,2,2,2,68,1,0,0,380000
3,31,2,2,3,81,1,0,0,310000
0,26,2,4,4,215,1,0,11,1690000
0,26,2,2,2,106,1,0,7,790000
4,62,2,2,2,95,1,0,7,550000
8,18,2,2,2,60,1,0,11,375000
9,14,2,4,4,150,1,0,7,1150000
1,53,2,2,2,60,1,0,10,400000
9,40,2,2,1,58,1,0,0,385000
8,18,2,2,3,83,1,0,0,437000
8,18,2,2,2,60,1,0,0,325000
8,18,2,2,3,78,1,0,18,360000
8,18,2,2,2,60,1,0,7,337000
1,45,2,2,2,100,1,0,12,720000
1,45,2,2,1,70,1,0,7,465000
1,45,2,2,1,64,1,0,7,425000
1,45,2,2,1,66,1,0,0,430000
1,45,2,2,1,59,1,0,0,385000
1,45,2,2,1,94,1,0,19,600000
1,45,2,2,1,86,1,0,19,545000
1,51,2,2,3,95,1,0,11,565000
1,51,2,2,2,81,1,0,0,595000
1,51,2,2,3,89,1,0,7,530000
1,51,2,2,3,89,1,0,10,540000
1,51,2,2,2,72,1,0,0,580000
7,32,2,2,2,65,1,0,10,415000
7,32,2,2,2,62,1,0,0,350000
7,32,2,2,2,72,1,0,11,475000
7,32,2,2,2,72,1,0,10,415000
7,32,2,2,2,62,1,0,7,375000
7,32,2,2,2,65,1,0,11,395000
7,32,2,2,3,80,1,0,7,425000
7,32,2,2,3,103,1,0,0,470000
7,32,2,2,3,104,1,0,7,496128
7,32,2,1,2,81,1,0,7,365000
7,32,2,2,4,112,1,0,10,594448
7,32,2,1,2,76,1,0,7,360000
7,32,2,2,1,70,1,0,18,268000
1,53,2,2,2,101,1,0,7,530000
4,62,2,1,2,100,1,0,0,670000
4,62,2,1,2,76,1,0,0,550000
4,62,2,1,2,73,1,0,12,715000
4,62,2,1,2,71,1,0,0,530500
4,62,2,2,2,65,1,0,12,692000
4,62,2,1,2,115,1,0,12,1600000
4,62,2,2,2,71,1,0,7,550000
4,62,2,2,2,102,1,0,0,683000
1,45,2,2,2,109,1,0,19,695000
1,45,2,2,2,101,1,0,10,695000
1,45,2,2,1,71,1,0,11,505000
1,45,2,2,2,100,1,0,0,660000
1,45,2,2,1,71,1,0,12,520000
1,45,2,2,2,101,1,0,11,715000
1,45,2,2,1,71,1,0,10,485000
2,55,2,1,2,97,1,0,18,510000
2,55,2,1,1,75,1,0,18,350000
8,19,2,2,2,88,1,0,0,394000
9,40,2,2,2,84,1,0,7,545000
9,40,2,2,2,84,1,0,19,530000
9,40,2,2,2,82,1,0,19,510000
1,53,2,2,3,120,1,0,7,628000
1,53,2,2,3,120,1,0,12,675000
1,53,2,2,3,120,1,0,11,660000
1,53,2,2,3,120,1,0,10,640000
2,21,2,2,3,120,1,0,7,495000
7,30,2,4,2,56,1,0,11,326000
7,30,2,2,4,101,1,0,18,545000
6,34,2,4,2,84,1,0,11,430000
6,34,2,2,2,84,1,0,10,360000
6,34,2,2,2,84,1,0,0,340000
6,34,2,1,3,118,1,0,18,480000
7,39,2,2,3,96,1,0,0,535000
7,39,2,2,3,96,1,0,11,570000
7,60,2,2,3,94,1,0,11,537500
7,60,2,2,2,73,1,0,7,387125
7,60,2,2,1,66,1,0,10,390000
7,60,2,2,2,73,1,0,0,375250
7,60,2,2,3,94,1,0,12,555000
7,60,2,2,1,66,1,0,0,349125
7,60,2,2,1,66,1,0,7,358125
7,60,2,2,2,73,1,0,10,420000
7,60,2,2,1,66,1,0,12,415000
7,60,2,2,3,94,1,0,7,482125
7,60,2,2,3,94,1,0,0,473575
3,36,2,2,3,98,1,0,0,398500
3,36,2,1,1,103,1,0,18,262000
3,36,2,2,2,83,1,0,0,351500
7,37,2,2,4,158,1,0,0,685500
7,37,2,2,3,94,1,0,0,474000
7,37,2,2,2,67,1,0,0,342000
9,40,2,2,3,105,1,0,11,1280000
9,40,2,2,2,62,1,0,10,583000
9,40,2,2,2,63,1,0,7,561000
7,32,2,2,3,101,1,0,0,459000
7,32,2,2,2,92,1,0,0,399000
7,32,2,2,4,130,1,0,0,570000
0,41,2,2,1,58,1,0,0,339000
0,41,2,2,2,60,1,0,0,364000
0,41,2,2,1,86,1,0,18,462000
9,14,2,4,2,57,1,0,15,795000
4,62,2,2,2,185,1,0,12,1600000
4,62,2,2,2,99,1,0,12,715000
2,55,2,2,2,72,1,0,11,520000
2,55,2,2,2,72,1,0,10,495000
2,55,2,2,3,94,1,0,11,630000
2,55,2,2,1,51,1,0,0,322000
2,55,2,2,3,94,1,0,10,615000
2,55,2,2,1,61,1,0,0,350000
1,42,2,2,2,64,1,0,7,435200
1,42,2,2,1,55,1,0,11,378000
1,42,2,2,2,64,1,0,10,448000
3,56,2,2,2,53,1,0,7,255697
3,56,2,2,2,53,1,0,10,255697
3,56,2,2,2,53,1,0,0,241815
3,56,2,2,2,53,1,0,7,247633
3,56,2,2,2,53,1,0,10,246467
1,12,2,2,3,95,1,0,11,565000
1,12,2,2,2,81,1,0,0,595000
8,38,2,2,2,85,1,0,0,470000
8,38,2,4,2,100,1,0,7,595000
8,38,2,2,2,86,1,0,18,425000
7,4,2,2,2,78,1,0,18,420000
7,30,2,4,2,57,1,0,11,296000
7,30,2,4,1,46,1,0,11,264000
7,30,2,2,2,48,1,0,18,265000
7,30,2,2,2,55,1,0,0,256000
7,30,2,2,2,53,1,0,18,280000
7,30,2,2,2,77,1,0,18,295000
7,30,2,2,3,68,1,0,7,315000
7,30,2,2,4,99,1,0,10,620000
0,17,2,2,2,62,1,0,10,440000
3,36,2,2,3,81,1,0,0,395000
3,36,2,2,3,78,1,0,7,370000
3,36,2,2,3,78,1,0,0,360000
4,62,2,2,3,122,1,0,7,620000
4,62,2,2,3,190,1,0,11,750000
4,62,2,1,2,159,1,0,18,560000
4,62,2,2,3,114,1,0,10,620000
4,62,2,2,3,122,1,0,10,650000
4,62,2,2,3,122,1,0,0,590000
0,17,2,1,3,131,1,0,0,830000
1,42,2,2,3,113,1,0,12,1325000
6,54,2,2,3,85,1,0,7,395000
6,54,2,2,3,84,1,0,0,385000
6,54,2,1,4,128,1,0,18,580000
6,54,2,2,3,84,1,0,0,390000
3,5,2,2,3,113,1,0,18,285000
7,39,2,2,3,99,1,0,7,643496
7,39,2,2,3,118,1,0,0,680434
7,39,2,2,3,109,1,0,0,527258
7,39,2,2,3,112,1,0,18,695610
7,39,2,2,2,62,1,0,10,413729
7,39,2,2,2,68,1,0,7,409877
7,39,2,2,3,85,1,0,11,545713
7,39,2,2,2,62,1,0,0,560204
7,39,2,2,2,62,1,0,11,429209
7,39,2,2,2,62,1,0,0,387537
9,20,2,0,5,572,0,0,17,2985000
2,61,2,2,3,97,1,0,10,506000
2,61,2,2,3,92,1,0,7,453000
2,61,2,2,3,97,1,0,11,523000
2,61,2,1,3,175,1,0,18,826000
3,46,2,2,2,76,1,0,0,282000
8,49,2,2,3,89,1,0,7,285000
8,49,2,2,2,70,1,0,0,245000
8,49,2,2,2,61,1,0,7,224000
8,49,2,2,4,102,1,0,13,456000
3,31,2,4,3,79,1,0,11,288000
3,31,2,4,2,50,1,0,11,220000
3,31,2,2,3,62,1,0,10,235000
3,31,2,2,3,63,1,0,0,268000
3,31,2,2,2,56,1,0,0,238000
3,31,2,2,4,88,1,0,10,298000
3,31,2,2,2,56,1,0,7,216000
3,31,2,2,3,62,1,0,7,258000
3,31,2,2,2,56,1,0,7,220000
3,31,2,2,3,86,1,0,18,269000
3,36,2,1,2,75,1,0,18,283000
3,36,2,2,3,100,1,0,7,435000
3,36,2,2,1,50,1,0,0,269000
3,36,2,2,1,50,1,0,0,259000
3,36,2,2,3,100,1,0,10,450000
9,64,2,2,3,200,1,0,7,2360000
9,64,2,2,3,200,1,0,10,2360000
0,17,2,2,2,82,1,0,10,540000
0,17,2,2,2,82,1,0,7,525000
0,17,2,4,1,67,1,0,11,475000
0,17,2,2,2,82,1,0,0,500000
0,17,2,4,1,50,1,0,11,360000
0,17,2,2,1,50,1,0,7,335000
6,7,2,2,2,77,1,0,7,345000
6,7,2,2,2,77,1,0,13,425000
6,7,2,2,2,77,1,0,11,355000
6,7,2,2,2,77,1,0,19,340000
6,7,2,2,2,77,1,0,0,340000
3,36,2,1,2,100,1,0,18,485000
3,36,2,1,2,94,1,0,18,465000
3,0,2,1,2,105,1,0,18,367500
9,14,2,2,2,69,1,0,13,624000
9,14,2,2,2,73,1,0,7,648000
9,14,2,2,2,70,1,0,11,624000
9,14,2,2,2,69,1,0,12,616000
9,14,2,2,2,70,1,0,10,616000
9,14,2,2,2,73,1,0,7,639000
9,14,2,2,2,69,1,0,10,599000
9,14,2,2,2,70,1,0,7,607000
9,14,2,2,2,73,1,0,14,683000
9,14,2,2,2,69,1,0,7,591000
7,37,2,4,1,108,1,0,7,703000
7,37,2,4,1,164,1,0,7,986500
7,37,2,2,1,153,1,0,18,916000
7,37,2,4,1,138,1,0,7,826500
7,37,2,2,1,105,1,0,0,577000
7,37,2,2,1,76,1,0,0,496000
7,37,2,2,1,115,1,0,0,630000
7,37,2,4,1,110,1,0,7,717000
7,37,2,4,1,151,1,0,7,907500
7,37,2,2,1,118,1,0,0,648000
7,37,2,2,1,103,1,0,18,545000
7,37,2,2,1,63,1,0,0,410000
7,37,2,2,1,75,1,0,18,452500
7,37,2,2,4,114,1,0,12,596000
7,37,2,2,2,67,1,0,11,375000
7,37,2,2,3,95,1,0,10,499000
7,37,2,2,4,119,1,0,10,630000
6,11,2,2,4,91,1,0,7,410000
6,11,2,2,3,88,1,0,0,395000
6,11,2,2,3,87,1,0,0,380000
6,11,2,2,4,114,1,0,7,490000
6,11,2,2,4,109,1,0,0,480000
6,11,2,2,3,84,1,0,0,380000
6,11,2,1,4,147,1,0,18,520000
6,11,2,1,3,120,1,0,18,385000
6,11,2,1,3,96,1,0,18,360000
6,11,2,1,4,114,1,0,18,375000
6,11,2,1,3,112,1,0,18,420000
3,5,2,2,1,55,1,0,18,162000
6,11,2,2,3,86,1,0,11,445000
6,11,2,2,3,86,1,0,10,410000
6,11,2,2,3,86,1,0,7,405000
6,11,2,2,3,86,1,0,0,400000
6,11,2,2,2,69,1,0,11,385000
6,11,2,2,2,69,1,0,10,350000
6,11,2,2,2,69,1,0,7,345000
6,11,2,2,2,69,1,0,0,340000
1,53,2,2,3,148,1,0,11,745000
3,46,2,2,3,112,1,0,18,495000
7,30,2,1,3,104,1,0,11,620000
7,30,2,1,3,104,1,0,18,645000
7,30,2,2,3,104,1,0,0,429000
7,30,2,2,3,91,1,0,0,409000
7,32,2,2,3,95,1,0,10,575000
7,32,2,2,3,95,1,0,18,457000
7,32,2,2,2,83,1,0,18,358000
7,32,2,2,2,82,1,0,7,398000
7,32,2,2,3,91,1,0,0,446000
7,32,2,2,3,91,1,0,7,455000
7,32,2,2,2,81,1,0,0,391000
9,14,2,2,1,78,1,0,7,495000
3,46,2,2,3,115,1,0,7,450000
0,26,2,4,2,140,1,0,12,650000
0,26,2,2,2,100,1,0,11,450000
0,26,2,2,2,100,1,0,10,450000
7,39,2,2,3,113,1,0,10,750000
7,39,2,2,3,113,1,0,7,750000
7,39,2,2,3,106,1,0,0,690000
3,56,2,2,2,53,1,0,0,252920
8,19,2,2,2,72,1,0,7,340000
8,19,2,2,3,92,1,0,7,435000
8,19,2,2,3,107,1,0,7,493718
6,7,2,2,2,56,1,0,11,282000
6,7,2,2,2,56,1,0,10,272000
6,7,2,2,2,56,1,0,11,286000
6,7,2,2,2,56,1,0,10,268000
9,64,2,2,2,145,1,0,18,1210000
9,64,2,2,2,198,1,0,0,1940000
7,39,2,2,3,92,1,0,10,606000
7,39,2,2,2,92,1,0,7,690000
7,39,2,2,2,63,1,0,18,296000
7,39,2,2,2,88,1,0,7,650000
7,39,2,2,2,76,1,0,18,398000
3,36,2,2,2,61,1,0,7,328000
3,36,2,2,2,61,1,0,0,298000
3,36,2,2,3,85,1,0,0,408000
3,36,2,2,2,58,1,0,11,398000
3,36,2,2,2,61,1,0,10,348000
5,24,2,2,1,29,1,0,18,118000
3,31,2,2,2,75,1,0,7,337000
3,31,2,2,2,75,1,0,0,335000
3,31,2,1,3,116,1,0,18,395000
8,49,2,2,4,118,1,0,0,502000
3,0,2,2,2,74,1,0,7,296500
3,0,2,1,4,230,1,0,18,599000
3,0,2,2,1,52,1,0,0,201500
3,0,2,2,1,62,1,0,0,225500
3,0,2,2,1,62,1,0,7,235500
3,0,2,2,1,52,1,0,7,209500
7,10,2,2,2,69,1,0,7,435000
7,60,2,1,2,110,1,0,13,795000
7,60,2,2,1,63,1,0,18,356000
8,18,2,2,2,76,1,0,0,340000
5,24,2,2,3,77,1,0,18,268000
5,24,2,2,3,87,1,0,7,312000
5,24,2,2,1,47,1,0,18,156000
5,24,2,4,3,73,1,0,10,358000
2,33,2,2,3,72,1,0,0,365000
2,33,2,2,4,103,1,0,7,465000
5,24,2,2,2,55,1,0,10,267000
5,24,2,2,2,61,1,0,7,274000
5,24,2,2,2,55,1,0,7,260000
5,24,2,2,2,74,1,0,18,347000
6,34,2,2,3,90,1,0,7,418000
6,34,2,2,2,143,1,0,18,455000
6,34,2,2,3,98,1,0,11,467000
6,34,2,2,3,94,1,0,11,458000
7,39,2,2,4,115,1,0,0,601500
7,32,2,2,2,70,1,0,18,285000
9,14,2,2,1,70,1,0,18,295000
2,61,2,2,2,90,1,0,18,622250
2,61,2,2,1,71,1,0,18,523450
7,4,2,2,3,73,1,0,12,462000
3,36,2,1,4,187,1,0,18,778000
4,62,2,2,3,120,1,0,0,820000
2,29,2,2,2,75,1,0,7,425000
2,29,2,2,2,75,1,0,11,450000
2,29,2,2,2,74,1,0,11,445000
2,29,2,2,2,75,1,0,10,440000
7,39,2,2,4,113,1,0,0,705000
3,36,2,1,2,62,1,0,7,305000
3,36,2,2,1,45,1,0,0,240000
3,36,2,2,1,45,1,0,7,250000
3,36,2,2,2,63,1,0,7,315000
3,36,2,2,2,63,1,0,0,305000
9,14,2,2,3,90,1,0,0,650000
9,14,2,2,3,130,1,0,18,1125000
9,14,2,2,4,146,1,0,7,1195000
2,61,2,2,3,92,1,0,0,442000
7,39,2,2,2,63,1,0,7,394000
7,4,2,2,2,70,1,0,0,371000
0,26,2,2,2,79,1,0,7,638000
0,26,2,2,2,69,1,0,7,571000
0,26,2,2,2,79,1,0,7,661000
0,26,2,2,2,59,1,0,7,510000
0,26,2,2,3,88,1,0,7,694000
0,26,2,2,2,79,1,0,19,483000
0,26,2,2,2,71,1,0,19,431000
0,26,2,2,2,82,1,0,19,498000
0,26,2,2,2,56,1,0,19,357000
0,26,2,2,2,90,1,0,19,533000
4,62,2,2,2,72,1,0,7,510000
9,20,2,2,4,154,1,0,0,1253000
9,20,2,2,3,117,1,0,0,978000
9,20,2,2,2,86,1,0,18,545000
3,46,2,2,2,68,1,0,0,320000
3,46,2,2,4,130,1,0,7,584000
7,30,2,1,3,102,1,0,11,595000
7,30,2,2,2,52,1,0,0,305000
7,30,2,2,2,52,1,0,7,300000
7,30,2,2,2,52,1,0,10,305000
7,30,2,2,2,52,1,0,7,310000
7,30,2,2,2,52,1,0,10,315000
7,30,2,2,2,52,1,0,0,295000
4,62,2,2,2,72,1,1,0,495000
4,62,2,1,3,125,1,1,18,795000
1,51,2,2,2,129,1,0,18,758000
4,62,2,2,4,127,1,0,0,977500
4,62,2,2,2,81,1,0,18,634500
0,17,2,2,1,47,1,0,18,200000
0,17,2,2,1,72,1,0,18,300000
7,37,2,2,1,81,1,0,18,445500
3,36,2,2,2,58,1,0,0,224000
4,62,2,2,4,143,1,0,10,995000
1,51,1,2,4,92,1,0,10,460000
3,46,1,7,6,174,0,0,17,299000
1,45,1,2,5,183,1,0,10,725000
1,45,1,2,6,183,1,0,10,725000
7,30,1,2,3,99,1,0,11,340000
1,45,1,2,4,196,1,0,0,595000
9,14,1,2,5,210,1,0,0,749000
4,62,1,2,4,113,1,0,10,475000
1,45,1,2,5,192,1,0,0,990000
1,45,1,4,4,190,1,0,14,1175000
1,42,1,2,3,85,1,1,19,265000
1,51,1,2,3,92,1,0,12,395000
0,26,1,2,5,175,1,0,0,680000
9,20,1,2,5,143,1,0,0,638000
9,14,1,2,4,139,1,0,11,695000
1,45,1,2,4,110,0,0,0,550000
8,18,1,2,4,72,0,0,0,229000
5,9,1,2,3,71,1,0,11,230000
1,12,1,2,3,79,1,0,12,345000
1,53,1,2,3,110,1,0,19,525000
1,53,1,4,2,83,1,0,10,390000
0,17,1,2,4,100,1,1,10,350000
9,14,1,4,4,202,1,0,15,950000
9,15,1,2,5,247,1,0,7,1250000
1,42,1,2,4,170,1,0,10,730000
4,8,1,2,3,62,1,0,13,385000
4,8,1,2,3,73,1,0,15,430000
1,45,1,2,5,200,1,0,11,1200000
1,35,1,2,6,145,1,0,11,530000
4,50,1,2,4,80,1,0,12,340000
4,8,1,2,5,297,1,0,7,1550000
9,20,1,3,4,262,0,0,17,1350000
9,14,1,2,3,124,1,0,11,759000
3,5,1,0,5,161,0,0,17,490000
7,32,1,2,3,77,1,0,11,255000
2,61,1,2,2,74,0,0,0,325000
7,39,1,0,4,150,0,0,17,360000
