district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
1,45,0,2,4,123,1,0,0,595000
1,53,0,1,3,121,1,0,10,595000
2,61,0,2,4,125,1,0,7,525000
9,40,0,2,4,145,1,0,14,649000
7,4,0,2,3,176,1,0,1,1522500
1,42,0,2,3,111,1,0,13,490000
1,45,0,2,5,150,1,0,10,545000
1,42,0,2,2,120,1,0,0,599000
7,39,0,2,3,83,1,0,7,360000
1,12,0,2,4,84,1,0,7,299000
8,38,0,3,3,159,0,0,17,450000
3,56,0,2,3,90,1,0,18,435000
8,44,0,2,2,92,1,0,0,319000
1,53,0,2,2,69,1,0,0,279500
5,24,0,2,3,72,1,0,7,240000
2,55,0,1,2,94,1,0,18,285000
7,30,0,2,3,103,1,0,11,375000
1,45,0,4,1,150,1,0,15,850000
1,51,0,2,4,148,1,0,0,629000
9,22,0,0,3,155,0,0,17,665000
9,22,0,7,3,116,0,0,17,395000
9,22,0,0,5,220,0,0,17,625000
9,22,0,0,6,480,0,0,17,1350000
0,41,0,2,1,50,0,0,19,185000
4,8,0,2,4,180,1,0,11,990000
9,14,0,2,6,305,1,0,0,1600000
4,62,0,2,4,105,1,0,13,420000
0,17,0,2,5,80,0,1,19,299000
1,45,0,2,4,231,1,0,10,2750000
0,41,0,2,3,109,1,0,7,685000
1,45,0,2,4,145,1,0,11,760000
0,17,0,1,2,89,1,0,0,550000
8,49,0,7,5,295,0,0,17,1075000
1,45,0,2,5,182,1,0,19,990000
9,20,0,2,5,217,1,0,11,1150000
0,26,0,2,4,172,1,0,7,1145000
9,14,0,2,3,220,1,0,0,1100000
4,62,0,4,2,72,1,0,13,290000
9,14,0,2,5,150,1,0,0,750000
1,51,0,4,4,197,1,0,11,550000
9,14,0,4,5,160,1,0,10,950000
1,35,0,2,7,150,1,0,11,530000
1,45,0,2,3,80,1,0,7,245000
0,41,0,2,1,60,1,1,0,339000
1,42,0,2,4,140,1,0,2,750000
9,22,0,0,3,83,0,0,17,335000
9,22,0,0,6,519,0,0,17,1350000
8,18,0,2,3,84,0,0,7,245000
0,26,0,2,4,156,1,0,7,630000
7,30,0,2,3,68,1,0,19,192000
3,31,0,2,2,55,1,0,7,159000
6,34,0,2,3,65,1,0,10,190000
8,44,0,2,3,75,1,1,7,215000
8,19,0,2,3,70,1,1,0,230000
8,19,0,2,3,60,1,0,12,165000
1,42,0,2,2,84,1,0,0,630000
9,40,0,2,3,95,1,0,7,349000
7,10,0,2,3,73,1,0,15,229000
7,10,0,2,4,79,1,0,11,195000
7,60,0,2,4,139,1,0,10,698000
3,46,0,6,5,160,0,0,17,595000
4,62,0,2,2,88,1,0,10,360000
7,27,0,2,2,52,0,0,0,99000
1,51,0,2,3,90,1,0,12,399000
1,42,0,4,2,62,1,0,13,280000
9,40,0,2,2,80,1,0,10,590000
0,41,0,2,1,50,0,0,7,185000
0,26,0,2,4,114,0,0,7,295000
9,40,0,2,4,118,1,0,10,425000
1,12,0,2,4,143,1,0,10,560000
1,53,0,2,4,95,1,0,11,610000
4,50,0,2,3,60,1,0,10,260000
9,14,0,2,4,150,1,1,11,850000
1,51,0,2,2,88,1,0,10,360000
2,29,0,2,2,90,1,0,18,350000
8,19,0,2,2,67,1,0,7,288000
7,4,0,2,4,170,1,0,13,1686000
9,40,0,2,3,145,1,0,10,720000
7,27,0,2,2,52,0,0,0,99000
9,22,0,0,8,483,0,0,17,2750000
9,22,0,0,6,380,0,0,17,1850000
2,61,0,2,3,122,1,0,11,835000
1,12,0,2,4,148,1,0,0,629000
1,12,0,4,1,34,1,0,13,210000
7,30,0,2,2,66,0,0,10,200000
4,50,0,2,4,90,1,0,14,420000
9,40,0,2,3,93,1,0,0,395000
7,39,0,4,2,92,0,0,10,360000
0,17,0,2,4,84,0,0,18,299000
8,38,0,2,2,81,1,0,11,299000
4,62,0,2,2,50,1,1,0,200000
3,36,0,2,3,95,1,0,13,449000
9,15,0,2,4,170,1,0,19,950000
7,59,0,2,4,92,1,0,10,245000
7,27,0,2,2,49,0,0,0,99000
7,59,0,2,4,87,1,0,1,230000
1,51,0,2,2,71,1,0,10,265000
6,28,0,4,3,130,1,0,13,466000
1,51,0,2,4,124,1,0,11,520000
5,9,0,2,3,69,1,0,10,176000
5,57,0,2,3,65,0,0,10,119000
8,18,0,2,3,76,1,0,7,280000
8,6,0,2,4,88,1,1,12,295000
9,14,0,2,4,149,1,0,0,640000
2,21,0,4,1,80,1,0,11,429000
8,38,0,2,2,69,0,0,11,228000
1,35,0,2,3,87,1,0,0,395000
2,33,0,4,2,110,1,0,11,470000
1,12,0,2,2,88,1,0,18,269000
8,38,0,2,2,70,1,0,19,275000
9,40,0,2,3,148,1,0,7,635000
8,38,0,2,3,117,1,0,11,410000
7,16,0,2,3,74,0,0,7,185000
1,35,0,2,2,72,1,0,10,285000
1,45,0,2,3,290,1,0,19,2450000
1,53,0,2,5,123,1,0,0,369000
8,19,0,2,3,83,1,0,11,250000
3,36,0,2,3,65,0,1,7,169800
5,9,0,2,2,71,0,0,0,245000
0,41,0,2,2,76,0,1,7,200000
7,39,0,2,2,82,1,0,10,398000
8,19,0,2,1,33,1,0,18,129000
2,61,0,2,3,60,0,0,0,310000
4,8,0,3,5,600,0,0,17,3990000
0,41,0,2,3,86,1,0,0,349000
9,15,0,2,3,160,1,0,18,845000
1,42,0,2,3,122,1,0,19,570000
0,17,0,2,3,86,0,0,0,270000
5,52,0,2,3,62,0,0,0,139000
5,2,0,2,3,96,1,0,3,215000
8,19,0,2,3,120,1,0,13,463000
8,18,0,2,3,150,0,0,18,239000
0,43,0,2,3,56,0,0,10,283000
8,38,0,2,4,81,1,0,11,405000
1,51,0,2,4,113,1,0,12,425000
0,41,0,2,3,83,1,0,10,320000
2,29,0,2,4,116,1,0,10,349000
5,24,0,2,3,83,1,0,10,418200
8,49,0,2,3,101,0,0,10,260000
1,53,0,2,4,123,1,0,14,439000
4,62,0,2,2,185,1,0,12,1600000
6,34,0,2,3,73,1,0,10,206000
1,51,0,2,4,98,1,0,0,360000
0,41,0,2,3,80,0,0,7,250000
0,17,0,2,2,63,0,0,19,240000
1,45,0,2,3,114,1,0,19,1650000
1,45,0,2,3,217,1,0,10,2290000
1,51,0,2,2,72,1,0,0,360000
4,62,0,2,4,95,1,0,14,560000
4,62,0,2,4,91,1,0,7,525000
1,45,0,2,4,225,1,0,7,1975000
2,55,0,2,4,122,1,0,12,595000
1,42,0,4,3,90,1,0,12,1430000
9,14,0,2,6,274,1,0,7,1190000
9,15,0,2,6,492,1,0,0,4000000
1,45,0,4,1,126,1,0,13,850000
7,37,0,2,2,62,1,0,0,390000
1,45,0,2,6,237,1,0,19,1800000
1,45,0,2,3,200,1,0,12,1950000
1,42,0,2,3,134,1,0,10,890000
1,45,0,2,7,259,1,0,13,2450000
1,45,0,2,4,475,1,0,10,5000000
8,44,0,2,4,115,1,0,12,540000
9,40,0,2,6,257,1,0,13,1250000
0,17,0,2,4,269,1,0,19,1290000
1,45,0,2,3,120,1,0,7,660000
1,53,0,2,3,94,1,0,7,439000
1,12,0,2,3,120,1,0,19,650000
1,45,0,2,2,74,1,0,19,363400
0,17,0,2,2,129,1,0,19,840000
0,17,0,2,2,93,1,0,0,720000
0,17,0,2,3,134,1,0,0,880000
7,4,0,1,2,91,0,0,18,360000
7,59,0,2,3,92,1,0,11,210000
1,45,0,2,5,197,1,0,10,2500000
0,17,0,2,1,72,0,0,0,275000
7,32,0,2,3,125,1,0,10,498000
7,32,0,2,3,81,1,0,7,217000
3,36,0,2,4,105,1,0,18,320000
7,59,0,2,1,70,1,0,0,180000
8,38,0,2,2,48,0,0,0,250000
8,38,0,2,2,48,0,0,11,250000
4,62,0,4,2,68,1,0,15,340000
9,15,0,2,3,81,1,0,7,550000
1,45,0,2,2,165,1,1,12,1290000
1,42,0,2,4,95,1,0,7,390000
3,56,0,2,3,61,0,0,7,125000
8,47,0,2,1,53,1,1,19,115000
1,45,0,4,3,102,1,0,16,675000
7,27,0,2,3,97,1,0,14,359000
1,51,0,2,3,152,1,0,0,675000
4,8,0,4,4,338,1,0,7,2250000
1,51,0,2,4,170,1,0,15,795000
1,35,0,2,2,106,1,0,19,400000
1,35,0,2,3,100,1,0,7,369000
1,45,0,2,3,172,1,0,19,1295000
1,45,0,2,3,136,1,0,10,1150000
7,4,0,4,3,188,1,0,8,2500000
0,41,0,2,4,200,1,0,11,1250000
1,51,0,2,3,91,1,0,16,538000
7,4,0,2,3,145,1,0,1,1300000
1,45,0,2,3,169,1,0,19,995000
1,42,0,2,2,91,1,0,10,630000
0,26,0,2,3,198,1,0,11,1600000
1,51,0,2,1,82,1,0,0,260000
2,61,0,2,4,191,1,0,12,2300000
2,61,0,2,4,109,1,0,0,529000
7,10,0,2,2,72,1,0,11,395000
1,45,0,2,4,145,1,0,13,760000
1,45,0,2,2,74,1,0,0,495000
0,26,0,2,2,134,1,0,18,449000
1,51,0,2,3,189,1,0,12,930000
9,14,0,2,3,139,1,0,7,1150000
1,51,0,2,2,57,0,0,7,345000
1,42,0,2,3,106,1,0,0,699000
1,53,0,2,5,198,1,0,13,790000
9,14,0,2,3,120,1,0,12,649999
1,45,0,2,5,197,1,0,19,990000
1,53,0,2,3,70,1,0,11,289000
1,53,0,2,3,83,1,0,7,330000
9,40,0,2,3,92,1,0,10,399000
3,36,0,2,2,75,1,0,18,215000
7,10,0,2,2,100,1,0,10,499900
1,51,0,2,4,120,1,0,11,545000
7,27,0,2,5,201,1,0,4,860000
6,28,0,2,3,78,0,0,7,178000
3,5,0,2,3,53,1,0,0,185000
3,36,0,2,2,71,1,0,10,260000
1,35,0,2,3,100,1,0,10,469000
6,54,0,2,3,70,1,0,7,256000
8,18,0,3,4,420,0,0,17,1450000
6,28,0,2,2,62,0,0,7,129000
0,17,0,2,3,72,1,0,0,335000
8,44,0,2,4,103,1,0,12,422000
8,18,0,2,3,107,1,0,19,399000
0,17,0,2,1,63,0,0,0,285000
1,35,0,2,4,103,1,0,19,369000
6,7,0,4,3,67,1,0,13,240000
7,39,0,2,3,92,1,0,7,359000
7,27,0,2,5,206,1,0,4,874800
9,14,0,2,4,214,1,0,10,1750000
1,51,0,2,1,58,1,1,7,145000
4,62,0,2,4,96,1,0,11,385000
3,25,0,2,2,69,1,0,7,270000
7,32,0,2,3,94,1,0,0,295000
7,59,0,2,4,92,1,0,19,210000
1,42,0,2,3,105,1,1,14,499000
2,61,0,2,3,76,1,0,12,295000
9,40,0,2,4,140,1,0,14,670000
1,53,0,2,4,93,1,0,13,345000
1,51,0,2,3,70,1,0,0,280000
3,5,0,2,3,65,1,0,19,199000
0,26,0,2,3,78,0,0,11,266000
7,4,0,2,2,80,1,0,2,560000
3,25,0,2,3,88,1,0,0,230000
1,42,0,2,3,128,1,0,13,850000
3,36,0,2,2,85,0,0,0,210000
4,50,0,2,4,86,1,0,15,420000
1,53,0,2,3,115,1,0,0,995000
8,6,0,2,3,75,1,1,7,215000
5,9,0,2,3,68,1,0,13,200000
4,62,0,2,4,95,1,0,14,570000
1,45,0,2,3,118,1,0,11,610000
4,62,0,2,4,131,1,0,7,449000
1,51,0,2,3,140,1,0,14,675000
6,7,0,2,2,74,0,0,19,200000
4,62,0,2,4,100,1,0,14,560000
2,61,0,2,3,107,1,0,7,500000
9,14,0,2,2,101,1,0,15,800000
6,11,0,2,3,75,1,0,12,199000
6,11,0,2,4,119,1,0,0,279900
2,61,0,7,4,200,0,0,17,770000
1,12,0,2,4,97,1,0,0,375000
0,17,0,2,3,145,0,0,10,450000
1,12,0,2,2,86,1,0,0,420000
0,43,0,2,3,89,1,0,7,450000
9,14,0,2,3,120,1,1,0,660000
0,41,0,2,1,29,0,0,0,119000
0,41,0,2,3,67,1,0,12,230000
9,20,0,2,3,85,1,0,0,445000
3,46,0,2,2,58,1,0,0,284000
8,38,0,2,3,69,1,0,18,310000
6,34,0,2,3,69,0,0,0,259000
8,47,0,2,3,62,1,0,12,215000
7,10,0,2,3,56,0,0,7,199000
1,51,0,2,1,53,1,0,12,260000
2,29,0,6,3,220,0,0,17,950000
8,38,0,2,4,112,1,0,0,379000
0,41,0,2,4,143,0,0,7,410000
4,62,0,2,2,95,1,0,0,530500
4,62,0,2,2,100,1,0,11,630000
4,62,0,2,2,102,1,0,0,550000
2,61,0,2,2,88,1,0,7,646000
0,41,0,2,3,153,0,0,0,570000
4,8,0,2,4,215,1,0,14,1050000
2,61,0,2,2,88,0,0,7,440000
9,40,0,3,3,220,0,0,17,890000
1,35,0,2,1,46,1,0,10,297000
9,15,0,2,3,234,1,0,18,1100000
8,38,0,2,2,50,1,0,19,290000
9,15,0,2,4,149,1,0,13,960000
0,26,0,2,3,86,0,0,7,359000
0,41,0,2,2,81,0,0,7,440000
9,14,0,2,4,280,1,0,18,2750000
0,26,0,2,2,219,1,0,0,1280000
9,40,0,3,4,323,0,0,17,1890000
7,39,0,3,3,136,0,0,17,890000
0,26,0,2,2,103,1,0,0,680000
2,61,0,2,4,120,0,1,0,499000
1,51,0,2,2,91,1,0,0,375000
7,39,0,2,1,56,1,0,7,432000
7,10,0,2,2,58,1,0,7,435000
9,22,0,3,6,546,0,0,17,1750000
0,17,0,2,2,318,1,0,11,2500000
9,64,0,3,3,265,0,0,17,2750000
9,22,0,3,6,380,0,0,17,1850000
9,20,0,3,5,376,0,0,17,1150000
4,8,0,3,8,750,0,0,17,5800000
9,14,0,2,4,191,1,0,0,1175000
9,14,0,2,6,300,1,0,12,1550000
8,47,0,2,3,106,1,0,7,417000
7,4,0,2,3,147,1,0,4,960000
0,41,0,2,2,137,0,0,18,370000
9,15,0,2,4,256,1,0,18,1295000
4,8,0,4,5,598,1,0,11,2490000
2,61,0,2,1,95,1,0,18,575000
8,18,0,2,2,87,0,0,19,460000
8,38,0,4,2,100,1,0,7,649000
9,15,0,3,5,585,0,0,17,2350000
1,51,0,2,3,72,1,0,13,390000
9,64,0,4,4,555,1,0,12,2150000
8,38,0,2,2,50,0,0,19,189000
8,38,0,2,2,62,1,0,19,235000
5,24,0,2,2,56,1,0,0,295800
3,5,0,7,4,197,0,0,17,480000
5,24,0,2,3,75,1,0,13,276000
2,29,0,0,5,582,0,0,17,1690000
6,34,0,2,2,80,1,0,0,340000
0,17,0,2,3,95,0,0,0,345000
1,42,0,2,3,90,1,1,12,350000
8,38,0,2,3,95,1,0,0,299000
1,53,0,2,2,80,1,0,19,255000
4,62,0,2,3,131,1,0,10,564900
8,18,0,2,2,87,1,0,0,315000
1,51,0,4,4,82,1,0,14,310000
2,61,0,2,4,95,1,0,7,359900
0,41,0,2,3,63,1,0,13,235000
6,7,0,2,4,93,1,0,7,329000
1,45,0,2,4,117,1,0,0,280000
8,38,0,2,4,100,1,0,12,300000
8,47,0,2,4,93,1,0,13,335000
1,12,0,2,3,61,1,0,11,299000
3,56,0,2,3,90,0,0,7,230000
3,5,0,2,3,91,1,0,0,415000
8,19,0,2,1,41,0,0,18,215000
9,14,0,2,3,71,1,0,10,359000
8,18,0,2,1,47,0,0,19,280000
1,42,0,2,2,91,1,0,0,690000
2,61,0,2,4,130,1,0,10,575000
7,32,0,2,3,82,1,0,10,239900
0,26,0,2,2,55,0,0,10,225000
1,12,0,2,2,81,1,0,0,420000
1,45,0,2,2,69,1,0,7,379000
7,30,0,4,3,130,1,0,15,435000
1,42,0,2,5,131,1,0,13,550000
4,62,0,4,4,139,1,0,11,840000
1,53,0,2,3,73,1,0,12,300000
8,49,0,2,3,90,1,0,13,199000
3,5,0,2,4,69,1,0,10,198000
6,11,0,2,2,70,1,0,10,285000
9,15,0,2,3,250,1,0,18,1100000
7,37,0,2,3,131,1,0,7,260000
2,61,0,2,3,107,1,0,7,495000
3,36,0,2,3,46,0,0,7,195000
9,14,0,2,4,176,1,0,11,740000
7,32,0,1,3,135,1,0,18,575000
1,51,0,2,3,72,1,1,13,369000
2,61,0,2,3,70,0,0,7,400000
0,26,0,1,4,221,1,0,13,1690000
7,30,0,7,3,72,0,0,17,295000
8,38,0,2,4,114,1,0,12,410000
9,14,0,2,5,251,1,0,7,1630000
1,53,0,1,3,121,1,0,18,595000
0,41,0,2,2,55,0,0,10,160000
0,26,0,2,4,133,1,0,12,495000
7,39,0,2,2,75,1,0,0,398000
0,17,0,2,1,90,1,0,0,800000
7,27,0,2,2,66,1,0,11,169000
7,10,0,1,3,105,1,0,18,695000
1,51,0,2,4,96,1,0,7,350000
9,14,0,4,4,290,1,0,15,1690000
9,15,0,2,5,264,1,0,18,3500000
9,15,0,2,3,82,1,0,7,550000
1,45,0,2,5,183,1,0,11,699000
1,51,0,2,3,91,1,0,0,375000
1,42,0,2,1,85,1,0,7,329000
9,14,0,2,2,198,1,0,19,1280000
0,43,0,2,3,83,0,0,7,395000
4,8,0,2,5,314,1,0,0,2400000
7,39,0,2,3,115,1,0,9,1090000
4,8,0,2,4,218,1,0,7,2250000
9,15,0,2,3,130,1,0,0,1290000
8,6,0,2,4,80,1,0,0,280000
4,8,0,3,6,686,0,0,17,4600000
0,26,0,2,2,118,1,0,19,495000
2,29,0,3,3,582,0,0,17,1690000
9,15,0,3,5,374,0,0,17,1950000
9,14,0,2,5,281,1,0,7,1500000
9,14,0,2,4,160,1,0,11,875000
0,43,0,2,2,35,0,0,10,190000
2,61,0,4,2,49,1,0,14,245000
1,53,0,2,4,84,1,0,7,299000
9,22,0,3,5,412,0,0,17,2100000
5,9,0,2,2,55,0,0,7,170000
3,25,0,2,1,40,1,0,11,198000
7,4,0,3,3,175,0,0,17,1130000
7,39,0,2,2,73,1,0,7,375000
9,64,0,4,7,500,1,0,13,2950000
9,64,0,2,6,355,1,0,7,2300000
9,64,0,2,5,257,1,0,0,1650000
8,18,0,3,4,334,0,0,17,797000
9,15,0,2,4,111,1,0,0,495000
1,45,0,2,3,147,1,0,0,1850000
1,53,0,4,3,180,1,0,14,765000
9,20,0,3,9,545,0,0,17,3900000
1,12,0,2,3,112,1,0,10,499000
1,51,0,4,3,123,1,0,16,1190000
1,42,0,2,2,80,1,0,10,650000
1,45,0,2,4,77,1,0,7,340000
8,18,0,2,3,150,1,1,18,239000
7,27,0,2,3,71,1,0,14,179000
6,54,0,2,3,104,1,0,7,588000
6,54,0,2,2,56,1,0,18,242000
6,54,0,2,3,104,1,0,18,523000
6,54,0,2,3,62,1,0,11,188000
7,32,0,2,3,77,1,0,7,325000
9,64,0,2,1,120,0,0,18,380000
1,45,0,2,4,600,1,0,16,12000000
5,24,0,2,2,49,1,0,15,167000
1,51,0,2,2,63,0,0,18,195000
4,50,0,4,2,95,1,0,15,480000
8,19,0,2,3,75,0,0,0,250000
8,6,0,2,3,76,1,0,10,269000
7,10,0,2,4,75,1,0,11,195000
7,39,0,2,3,73,1,0,7,399000
8,38,0,4,2,60,1,0,12,260000
1,42,0,2,3,133,1,0,12,850000
2,61,0,2,3,79,1,0,0,445000
0,41,0,2,1,40,0,0,7,170000
0,41,0,2,2,59,0,0,19,230000
4,50,0,3,5,234,0,0,17,840000
0,41,0,2,2,61,0,0,10,227000
0,41,0,2,1,49,0,0,19,180000
7,10,0,2,3,93,1,0,10,375000
7,16,0,2,3,90,1,0,13,285000
1,12,0,2,4,109,1,0,0,460000
8,44,0,2,3,60,1,0,10,220000
1,42,0,1,2,156,1,0,11,1900000
1,42,0,2,2,149,1,0,0,1200000
1,42,0,2,2,149,1,0,19,1325000
1,45,0,2,3,113,1,0,19,415000
2,61,0,2,4,93,1,0,19,350000
1,51,0,2,5,97,1,0,10,440000
7,37,0,2,3,85,0,0,7,290000
3,25,0,2,6,132,1,0,10,389000
6,34,0,2,4,101,1,0,11,298000
8,6,0,2,2,63,1,1,0,310000
8,18,0,2,3,91,1,0,19,430000
1,45,0,2,2,75,1,0,19,363400
1,45,0,2,3,88,1,0,19,445500
1,51,0,2,2,80,1,0,7,319000
8,38,0,2,3,91,1,0,11,340000
7,39,0,2,2,75,1,0,12,395000
1,45,0,2,3,109,1,0,7,445000
5,3,0,2,3,65,1,0,10,135000
9,14,0,2,5,220,1,0,12,1100000
0,41,0,2,2,85,0,0,12,234000
7,32,0,2,4,86,1,0,12,339000
1,12,0,2,3,87,1,0,0,365000
0,41,0,2,4,84,1,0,7,297069
1,53,0,2,3,88,1,0,12,399000
8,38,0,2,3,99,1,0,7,299800
9,14,0,1,4,274,1,0,12,839000
2,61,0,2,3,137,1,0,10,575000
4,8,0,2,2,95,1,0,0,479000
0,43,0,2,1,34,0,0,18,165000
7,39,0,2,2,70,1,0,0,420000
8,47,0,2,4,86,1,0,13,335000
8,49,0,2,3,79,1,0,7,253000
1,45,0,2,2,63,0,0,10,350000
2,61,0,2,2,70,1,0,0,319000
7,4,0,2,3,74,1,0,10,260000
3,56,0,2,3,58,1,0,0,196000
2,29,0,2,2,64,1,0,0,275000
2,61,0,2,1,56,0,0,10,320000
0,41,0,2,3,71,0,0,7,195000
7,37,0,2,3,67,0,0,7,289000
1,53,0,2,4,122,1,0,7,415000
7,4,0,2,3,91,1,0,11,290000
4,62,0,2,5,210,1,0,0,1030000
8,47,0,2,3,62,1,0,7,250000
1,12,0,2,1,42,1,0,7,228000
0,17,0,2,3,117,1,0,19,840000
0,41,0,2,2,76,1,0,7,465000
0,41,0,2,2,151,1,0,18,565000
0,41,0,2,2,84,1,0,7,475000
1,42,0,2,2,68,1,0,12,470000
1,53,0,2,3,62,1,0,13,385000
0,41,0,2,2,75,1,0,0,319000
9,15,0,2,3,80,1,1,12,415000
1,45,0,2,4,230,1,0,19,2300000
1,45,0,2,2,117,1,0,7,595000
1,45,0,2,3,177,1,0,0,890000
9,14,0,2,7,391,1,0,11,1690000
1,42,0,2,2,75,0,0,10,298000
1,45,0,2,4,135,1,0,19,795000
2,29,0,2,4,136,1,0,7,475000
7,4,0,2,3,141,1,0,0,830000
7,30,0,2,3,75,1,0,0,230000
1,45,0,2,3,132,1,1,12,1180000
1,45,0,2,1,86,1,0,12,870000
2,61,0,2,1,51,0,0,0,350000
7,39,0,2,1,41,0,0,7,177000
0,26,0,2,2,299,1,0,14,3500000
1,45,0,2,3,139,1,0,11,1570000
3,25,0,2,3,54,1,0,0,250000
1,51,0,2,3,85,1,0,13,380000
1,51,0,2,4,140,1,0,11,530000
9,14,0,2,4,129,1,0,7,685000
0,17,0,2,1,111,0,0,0,550000
5,52,0,4,3,66,1,0,12,295000
9,40,0,2,1,73,1,0,19,310000
7,16,0,2,2,83,1,0,15,235000
8,38,0,2,3,68,0,0,10,152000
7,59,0,2,3,76,1,0,12,169000
2,61,0,2,2,68,1,0,7,245000
8,18,0,2,4,126,1,0,0,359000
0,41,0,2,2,75,1,0,0,280000
9,20,0,2,2,86,1,0,7,400000
0,17,0,2,2,64,1,0,7,200000
5,9,0,4,3,68,1,0,13,200000
8,49,0,2,4,110,1,0,1,360000
5,9,0,2,2,55,1,0,7,170000
4,62,0,2,4,144,1,0,7,670000
7,32,0,2,2,84,1,0,13,425000
5,9,0,1,2,125,1,0,18,449000
7,32,0,1,3,179,1,0,18,538000
9,64,0,2,5,131,1,0,7,650000
5,23,0,4,3,68,0,1,11,141000
7,59,0,2,3,77,1,0,10,169000
1,45,0,2,2,96,1,0,0,439000
6,11,0,2,3,76,1,0,7,218000
6,34,0,2,4,89,1,0,11,264000
7,4,0,2,3,117,1,0,15,568000
6,28,0,2,3,68,0,0,11,139000
9,15,0,2,5,300,1,0,18,3500000
6,34,0,2,2,79,1,0,0,239000
9,14,0,2,2,90,1,0,11,800000
1,45,0,2,3,203,1,0,11,1790000
5,48,0,2,4,94,1,0,7,305000
8,18,0,1,2,95,0,0,0,367000
4,50,0,2,3,94,1,0,0,425000
0,26,0,2,4,158,0,0,7,540000
9,14,0,4,4,353,1,0,14,3100000
4,62,0,2,4,121,1,0,10,595000
1,53,0,2,4,73,1,0,0,267000
9,22,0,2,3,116,0,0,18,395000
4,8,0,0,6,800,0,0,17,6500000
0,26,0,2,2,66,1,0,0,425000
8,6,0,4,2,70,0,0,7,460000
1,53,0,2,2,62,1,0,11,500000
8,6,0,2,2,70,1,0,0,445000
1,42,0,2,3,94,1,0,13,500000
0,41,0,2,1,49,0,0,12,197500
1,51,0,2,1,65,1,0,7,340000
7,60,0,2,2,110,1,0,11,644000
4,8,0,4,5,147,1,0,15,695000
2,33,0,4,2,89,1,0,11,470000
9,15,0,2,3,177,1,0,0,1000000
1,45,0,2,4,142,1,0,10,595000
3,5,0,2,3,70,0,1,10,209000
1,45,0,2,4,201,1,0,11,1360000
1,42,0,2,2,89,1,0,11,400000
0,17,0,2,2,117,0,0,7,470000
0,26,0,2,2,90,1,0,10,445000
1,53,0,2,4,90,1,0,13,375000
1,12,0,2,2,120,1,0,10,795000
8,38,0,2,3,129,1,1,18,446000
1,53,0,2,4,70,1,0,13,255000
6,11,0,4,2,159,1,0,16,399900
0,26,0,2,2,130,1,0,18,710000
1,53,0,2,3,92,1,0,0,360000
5,9,0,2,2,55,0,1,7,170000
1,45,0,2,2,75,1,0,7,435000
1,51,0,2,1,68,1,0,10,330000
0,41,0,2,3,60,1,0,7,249000
1,35,0,2,4,60,1,1,0,210000
4,62,0,2,4,120,1,0,0,498000
2,21,0,2,2,70,1,0,7,428000
7,37,0,2,4,106,1,0,12,545000
0,41,0,2,2,88,1,0,18,285000
7,30,0,2,4,170,0,0,0,453000
4,50,0,2,4,108,1,0,10,430000
2,29,0,2,2,63,1,0,0,265000
6,28,0,2,3,110,1,0,0,309000
1,45,0,2,5,159,1,0,11,840000
1,53,0,2,3,96,1,0,12,342000
8,19,0,2,4,77,1,0,12,295000
5,57,0,4,3,55,0,0,11,87000
7,30,0,2,4,85,1,0,10,298000
5,57,0,2,3,70,1,0,7,140000
2,29,0,2,2,63,1,0,7,295000
1,42,0,2,3,118,1,0,5,570000
1,45,0,2,4,200,1,0,0,1650000
7,10,0,2,4,91,1,0,12,285000
1,45,0,2,4,117,1,0,0,655000
1,45,0,4,2,121,1,1,12,1000000
1,45,0,2,3,152,1,0,0,1550000
1,51,0,2,2,73,1,0,14,395000
1,51,0,2,4,146,1,0,7,595000
3,25,0,2,3,55,1,0,0,199000
2,61,0,2,2,99,1,0,0,375000
8,38,0,2,3,111,1,0,12,550000
7,4,0,6,4,273,0,0,17,1130000
8,47,0,2,3,70,1,0,0,299000
9,14,0,2,2,91,1,0,0,585000
7,16,0,2,3,73,1,0,0,218000
0,26,0,2,2,53,0,0,10,235000
9,64,0,2,4,175,1,0,0,1050000
7,30,0,2,2,66,1,0,18,199000
0,26,0,2,3,166,1,0,10,1200000
0,26,0,2,4,172,1,0,0,1115000
0,26,0,2,2,72,1,0,7,590000
7,39,0,2,2,105,1,0,0,375000
9,15,0,2,5,185,1,0,11,950000
7,32,0,2,2,48,1,0,7,209000
4,50,0,2,3,79,1,0,19,295000
8,38,0,2,3,79,1,0,10,235000
4,62,0,2,4,120,1,0,10,595000
8,49,0,2,3,72,1,0,12,295000
2,21,0,6,4,364,0,0,17,1149000
4,62,0,2,4,104,1,0,13,530000
0,17,0,2,1,58,1,0,0,310000
8,19,0,2,2,70,1,0,0,331000
9,14,0,2,2,105,1,0,11,490000
6,34,0,2,3,65,1,0,10,219000
4,8,0,4,2,89,1,0,12,525000
2,61,0,2,3,65,0,0,0,255000
1,53,0,2,4,70,1,0,7,259000
0,26,0,2,4,102,0,0,7,350000
1,12,0,2,3,126,1,0,10,698000
9,40,0,2,3,103,1,0,0,460000
4,8,0,2,2,63,1,0,14,450000
2,21,0,1,4,228,1,0,18,680000
4,8,0,2,3,68,1,0,0,490000
2,61,0,2,2,60,1,0,18,365000
9,40,0,1,2,90,1,0,18,478000
1,51,0,2,2,87,1,0,15,470000
1,42,0,2,2,84,1,0,12,630000
2,61,0,2,1,51,1,0,0,315400
