district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,2,95,Yes,exterior, floor 3,340000
Ciutat Vella,el Raval,needs refurb,Flat,3,130,No,exterior, floor 2,450000
Eixample,la Sagrada Família,needs refurb,Flat,4,80,Yes,exterior, floor 1,325000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,145,Yes,exterior, floor 3,790000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,5,145,Yes,exterior, floor 3,790000
Nou Barris,Porta,needs refurb,Flat,3,55,Yes,exterior, floor 4,189000
Eixample,la Sagrada Família,needs refurb,Flat,5,113,Yes,exterior, floor 5,460000
Eixample,la Sagrada Família,needs refurb,Flat,4,89,Yes,exterior, floor 7,385000
Ciutat Vella,el Raval,needs refurb,Flat,3,50,No,exterior, floor 1,184000
Sants-Montjuïc,Hostafrancs,needs refurb,Flat,2,72,No,exterior, floor 1,174000
Gràcia,la Vila de Gràcia,needs refurb,Flat,3,52,No,exterior, floor 3,228000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,3,95,Yes,interior, floor 1,410000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,7,200,Yes,exterior, floor 1,680000
Sarrià-Sant Gervasi,Sarrià,needs refurb,Semi-detached,3,77,No,exterior,Multiple,365000
Nou Barris,Canyelles,needs refurb,Flat,1,51,Yes,exterior,ground floor,118000
Les Corts,les Corts,needs refurb,Flat,2,49,Yes,exterior, floor 2,210000
Nou Barris,la Prosperitat,needs refurb,Flat,2,53,No,exterior,ground floor,49000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,2,55,No,exterior, floor 3,215000
Sants-Montjuïc,la Marina de Port,needs refurb,Flat,3,77,Yes,exterior, floor 5,224000
Gràcia,la Vila de Gràcia,needs refurb,Flat,2,74,No,exterior, floor 1,349000
Horta-Guinardó,Horta,needs refurb,Detached,5,161,No,exterior,Multiple,490000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,4,95,Yes,interior, floor 4,280000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,1,77,No,exterior, floor 1,250000
Les Corts,Pedralbes,needs refurb,Penthouse,3,74,Yes,exterior, floor 8,435000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Duplex,7,387,Yes,exterior, floor 4,1850000
Les Corts,les Corts,needs refurb,Flat,3,70,Yes,exterior, floor 3,395000
Eixample,la Sagrada Família,needs refurb,Terraced,5,172,No,exterior,Multiple,695000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,159,Yes,exterior, floor 1,530000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,4,152,Yes,exterior, floor 1,575000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,291,Yes,exterior, floor 2,1190000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,3,131,Yes,exterior, floor 6,619000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,5,140,Yes,exterior, floor 4,620000
Sant Martí,el Besòs i el Maresme,needs refurb,Flat,4,79,Yes,exterior, floor 4,195000
Sants-Montjuïc,la Marina de Port,needs refurb,Flat,4,131,Yes,exterior, floor 1,315000
Sant Martí,el Clot,needs refurb,Flat,2,78,No,exterior, floor 3,185000
Gràcia,Vallcarca i els Penitents,needs refurb,Flat,2,108,Yes,interior,ground floor,195000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,4,93,Yes,exterior, floor 2,370000
Sants-Montjuïc,Sants,needs refurb,Flat,3,85,Yes,exterior, floor 4,275000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,5,247,Yes,exterior, floor 2,1250000
Ciutat Vella,el Raval,needs refurb,Flat,2,71,No,exterior, floor 3,175000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,5,110,Yes,exterior, floor 3,350000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,90,Yes,exterior, floor 3,415000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,4,90,Yes,exterior, floor 3,415000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,2,60,Yes,exterior, floor 3,315000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,2,60,Yes,exterior, floor 3,315000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Flat,2,60,Yes,exterior, floor 3,315000
Sant Martí,el Parc i la Llacuna del Poblenou,needs refurb,Flat,4,100,Yes,exterior, floor 2,420000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,4,100,Yes,exterior, floor 4,395000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,100,Yes,exterior, floor 4,395000
Sants-Montjuïc,Sants - Badal,needs refurb,Flat,4,73,No,interior,ground floor,95000
Sarrià-Sant Gervasi,Sarrià,needs refurb,House,5,500,No,exterior,Multiple,1150000
Les Corts,les Corts,needs refurb,Flat,3,87,Yes,exterior, floor 1,360000
Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,6,339,Yes,exterior, floor 1,1350000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Detached,10,327,No,exterior,Multiple,2450000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,4,225,Yes,exterior, floor 7,1350000
Horta-Guinardó,la Font d'en Fargues,needs refurb,Flat,3,88,Yes,exterior, floor 3,285000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Penthouse,1,83,Yes,exterior, floor 5,460000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,6,338,Yes,exterior, floor 5,1380000
Eixample,la Dreta de l'Eixample,needs refurb,Duplex,5,250,Yes,exterior, floor 1,1100000
Sarrià-Sant Gervasi,Sarrià,needs refurb,Penthouse,4,93,Yes,exterior, floor 6,460000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,5,372,Yes,exterior, floor 4,1880000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,3,76,No,exterior, floor 4,325000
Sant Martí,la Verneda i la Pau,needs refurb,Flat,3,72,Yes,exterior, floor 2,165000
Sant Martí,el Parc i la Llacuna del Poblenou,needs refurb,Flat,4,70,Yes,exterior, floor 3,290000
Ciutat Vella,el Raval,needs refurb,Flat,2,65,No,interior, floor 5,185000
Eixample,la Dreta de l'Eixample,needs refurb,Penthouse,2,135,Yes,exterior, floor 9,650000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,70,Yes,interior,mezzanine,190000
Horta-Guinardó,el Baix Guinardó,needs refurb,Flat,3,89,Yes,interior, floor 2,280000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,5,132,Yes,exterior,ground floor,330000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,144,Yes,exterior, floor 2,520000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,160,Yes,exterior, floor 2,980000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,2,70,Yes,exterior, floor 2,380000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,76,Yes,exterior, floor 7,335000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Penthouse,4,183,Yes,exterior, floor 7,1070000
Sant Andreu,el Congrés i els Indians,needs refurb,Flat,3,88,Yes,exterior, floor 3,230000
Nou Barris,Porta,needs refurb,Flat,3,68,Yes,exterior, floor 5,198000
Sant Martí,el Clot,needs refurb,Flat,3,60,Yes,interior, floor 5,245000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,3,67,No,exterior, floor 3,219000
Ciutat Vella,el Raval,needs refurb,Flat,2,63,No,exterior, floor 4,198000
Sant Andreu,Sant Andreu,needs refurb,Flat,3,66,No,exterior, floor 1,195000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,4,67,No,exterior, floor 2,195000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,4,93,Yes,exterior, floor 2,390000
Ciutat Vella,la Barceloneta,needs refurb,Flat,1,36,No,exterior, floor 3,135000
Gràcia,el Coll,needs refurb,Flat,4,68,No,exterior, floor 1,190000
Les Corts,Pedralbes,needs refurb,Flat,3,63,Yes,exterior, floor 6,415000
Sants-Montjuïc,la Font de la Guatlla,needs refurb,Flat,3,76,Yes,exterior, floor 6,360000
Ciutat Vella,el Raval,needs refurb,Flat,3,66,Yes,exterior,mezzanine,210000
Eixample,la Sagrada Família,needs refurb,Flat,3,50,Yes,interior, floor 4,210000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,75,Yes,exterior, floor 2,195000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,2,89,Yes,exterior, floor 2,480000
Eixample,la Sagrada Família,needs refurb,Flat,3,85,Yes,exterior, floor 1,379000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,168,Yes,exterior, floor 2,640000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,4,129,Yes,exterior, floor 1,419000
Eixample,la Sagrada Família,needs refurb,Flat,4,79,Yes,exterior, floor 6,255000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,6,258,Yes,exterior, floor 3,1100000
Sants-Montjuïc,Sants,needs refurb,Flat,1,68,No,exterior, floor 3,280000
Ciutat Vella,el Raval,needs refurb,Flat,1,42,No,interior, floor 2,112000
Sant Andreu,el Congrés i els Indians,needs refurb,Flat,3,59,Yes,exterior, floor 4,189000
Eixample,la Sagrada Família,needs refurb,Flat,5,150,Yes,exterior, floor 5,540000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,115,Yes,exterior,mezzanine,550000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,2,85,No,interior,ground floor,185000
Eixample,la Sagrada Família,needs refurb,Flat,4,75,Yes,exterior, floor 2,325000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,2,150,No,exterior,mezzanine,900000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,4,137,Yes,exterior, floor 1,480000
Les Corts,Pedralbes,needs refurb,Flat,6,159,Yes,exterior, floor 5,928800
Eixample,el Fort Pienc,needs refurb,Flat,5,135,Yes,exterior, floor 2,450000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,1,50,No,interior, floor 1,210000
Eixample,el Fort Pienc,needs refurb,Flat,3,89,Yes,exterior, floor 2,275000
Eixample,el Fort Pienc,needs refurb,Flat,3,70,Yes,exterior, floor 3,258000
Eixample,el Fort Pienc,needs refurb,Flat,3,67,Yes,exterior, floor 7,252000
Sant Martí,el Poblenou,needs refurb,Flat,2,56,No,exterior, floor 2,160000
Horta-Guinardó,Horta,needs refurb,Semi-detached,2,100,No,exterior,Multiple,250000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,4,114,Yes,exterior, floor 2,460000
Sant Martí,el Clot,needs refurb,Flat,4,69,Yes,exterior, floor 1,279000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,5,126,Yes,exterior, floor 2,480000
Gràcia,el Coll,needs refurb,Penthouse,2,105,Yes,exterior, floor 3,470000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,3,92,Yes,exterior,ground floor,290000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,4,179,Yes,exterior, floor 2,780000
Horta-Guinardó,la Vall d'Hebron,needs refurb,Detached,6,184,No,exterior,Multiple,399000
Sant Martí,el Besòs i el Maresme,needs refurb,Flat,2,55,No,exterior, floor 3,120000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,83,Yes,exterior, floor 4,288000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,3,128,Yes,exterior, floor 2,600000
Eixample,la Sagrada Família,needs refurb,Flat,3,70,Yes,exterior, floor 1,250000
Eixample,la Sagrada Família,needs refurb,Flat,3,70,Yes,exterior, floor 3,193000
Ciutat Vella,el Raval,needs refurb,Flat,2,79,No,interior, floor 3,155000
Ciutat Vella,el Raval,needs refurb,Flat,2,77,No,exterior, floor 1,175000
Ciutat Vella,el Raval,needs refurb,Flat,2,45,No,exterior, floor 3,80000
Ciutat Vella,el Raval,needs refurb,Flat,3,50,No,exterior, floor 3,118000
Les Corts,les Corts,needs refurb,Flat,3,75,Yes,exterior, floor 2,295000
Sants-Montjuïc,Sants,needs refurb,Flat,3,137,Yes,exterior, floor 3,640000
Ciutat Vella,el Raval,needs refurb,Flat,5,132,Yes,exterior,mezzanine,500000
Horta-Guinardó,el Carmel,needs refurb,Flat,3,53,Yes,exterior, floor 2,131000
Eixample,la Sagrada Família,needs refurb,Flat,4,89,Yes,exterior, floor 6,380000
Ciutat Vella,el Raval,needs refurb,Flat,3,50,No,interior, floor 4,107000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,2,88,Yes,exterior, floor 1,410000
Horta-Guinardó,el Guinardó,needs refurb,Flat,2,70,Yes,exterior, floor 1,168000
Horta-Guinardó,Horta,needs refurb,House,5,330,No,exterior,Multiple,490000
Les Corts,Pedralbes,needs refurb,Flat,3,63,Yes,exterior, floor 3,360000
Les Corts,Pedralbes,needs refurb,Detached,9,605,No,exterior,Multiple,4500000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,3,115,Yes,exterior, floor 4,530000
Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,5,339,Yes,exterior, floor 1,1600000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Penthouse,3,86,Yes,exterior, floor 6,300000
Sant Martí,Sant Martí de Provençals,needs refurb,Flat,4,86,Yes,exterior, floor 4,280000
Ciutat Vella,el Raval,needs refurb,Flat,4,63,No,exterior, floor 1,149000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,8,241,Yes,exterior, floor 4,980000
Nou Barris,Can Peguera,needs refurb,Flat,1,40,No,interior,mezzanine,76000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,93,Yes,exterior,mezzanine,296640
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,70,Yes,exterior, floor 1,215000
Sant Martí,la Vila Olímpica del Poblenou,needs refurb,Duplex,3,136,Yes,exterior, floor 5,690000
Sant Martí,el Clot,needs refurb,Flat,4,80,Yes,exterior, floor 7,325000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,5,160,Yes,exterior, floor 1,690000
Sant Andreu,Sant Andreu,needs refurb,Flat,3,60,Yes,exterior, floor 2,195000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,6,374,Yes,exterior, floor 3,1880000
Eixample,Sant Antoni,needs refurb,Flat,6,116,Yes,exterior, floor 1,550000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,90,Yes,exterior, floor 5,432000
Sant Andreu,Sant Andreu,needs refurb,Flat,5,153,Yes,exterior,ground floor,369000
Sant Andreu,Sant Andreu,needs refurb,Flat,3,103,No,exterior, floor 3,230000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,2,56,Yes,exterior,mezzanine,251000
Eixample,el Fort Pienc,needs refurb,Flat,5,157,Yes,exterior, floor 5,532000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,6,180,Yes,exterior, floor 1,1570000
Nou Barris,Can Peguera,needs refurb,Flat,3,86,Yes,exterior, floor 2,189900
Sant Andreu,Navas,needs refurb,Flat,3,89,Yes,exterior,mezzanine,228000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,4,100,Yes,interior, floor 7,292000
Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,5,131,Yes,interior, floor 2,450000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,4,156,Yes,exterior, floor 1,525000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,6,304,Yes,exterior, floor 4,1050000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,4,90,Yes,exterior, floor 3,370000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,3,93,No,exterior, floor 2,230000
Eixample,el Fort Pienc,needs refurb,Penthouse,3,110,Yes,exterior, floor 6,465000
Nou Barris,les Roquetes,needs refurb,Flat,2,61,No,exterior, floor 4,103000
Gràcia,Vallcarca i els Penitents,needs refurb,Flat,3,66,Yes,interior, floor 2,137000
Eixample,el Fort Pienc,needs refurb,Flat,3,100,Yes,exterior, floor 8,469000
Eixample,el Fort Pienc,needs refurb,Flat,4,104,Yes,exterior, floor 4,320000
Les Corts,les Corts,needs refurb,Penthouse,3,90,Yes,exterior, floor 7,395000
Sant Andreu,la Sagrera,needs refurb,Flat,4,83,Yes,exterior, floor 4,237000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,65,Yes,exterior, floor 4,350000
Ciutat Vella,la Barceloneta,needs refurb,Flat,1,35,No,exterior, floor 1,129000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,3,65,No,exterior, floor 2,225000
Sants-Montjuïc,la Font de la Guatlla,needs refurb,Flat,5,150,Yes,exterior, floor 3,380000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,2,59,No,exterior, floor 3,215000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,4,102,Yes,exterior, floor 2,255000
Les Corts,les Corts,needs refurb,Flat,3,72,Yes,exterior, floor 4,280000
Les Corts,la Maternitat i Sant Ramon,needs refurb,Flat,4,105,Yes,exterior, floor 1,395000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,3,95,Yes,exterior, floor 1,350000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,5,139,Yes,exterior, floor 2,495000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,68,Yes,exterior, floor 7,215000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,2,110,No,exterior, floor 1,329000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,2,76,Yes,exterior, floor 3,170000
Ciutat Vella,el Raval,needs refurb,Flat,9,250,No,exterior, floor 1,679000
Eixample,Sant Antoni,needs refurb,Flat,4,87,Yes,exterior, floor 3,399500
Ciutat Vella,el Raval,needs refurb,Flat,2,70,Yes,exterior, floor 4,220000
Sant Martí,el Clot,needs refurb,Flat,2,63,Yes,interior, floor 2,168000
Sants-Montjuïc,Sants,needs refurb,Flat,4,126,Yes,exterior, floor 1,359000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,5,162,Yes,exterior, floor 9,752000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,225,Yes,exterior, floor 4,800000
Eixample,la Sagrada Família,needs refurb,Penthouse,4,130,Yes,exterior, floor 8,530000
Gràcia,la Vila de Gràcia,needs refurb,Flat,4,72,No,exterior, floor 3,230000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Flat,4,100,Yes,exterior, floor 4,395000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,159,Yes,exterior, floor 4,789000
Eixample,Sant Antoni,needs refurb,Penthouse,1,47,Yes,interior, floor 5,149000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Penthouse,5,264,Yes,exterior, floor 5,1105300
Sants-Montjuïc,la Bordeta,needs refurb,Flat,4,97,Yes,exterior, floor 6,330000
Les Corts,Pedralbes,needs refurb,Penthouse,2,73,Yes,exterior, floor 9,435000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,6,144,Yes,exterior,mezzanine,900000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,4,197,Yes,exterior, floor 1,990000
Gràcia,la Vila de Gràcia,needs refurb,Flat,2,71,Yes,exterior, floor 2,255000
Nou Barris,Ciutat Meridiana,needs refurb,Flat,4,127,Yes,exterior, floor 2,200000
Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,4,85,Yes,interior, floor 1,415000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,90,Yes,exterior, floor 2,325000
Nou Barris,Porta,needs refurb,Flat,2,43,Yes,interior,ground floor,147500
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,71,Yes,interior,mezzanine,265000
Les Corts,Pedralbes,needs refurb,Duplex,3,598,Yes,exterior, floor 5,2490000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Penthouse,5,180,Yes,exterior, floor 3,799000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Terraced,5,253,No,exterior,Multiple,655000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,83,Yes,interior, floor 6,455000
Ciutat Vella,el Raval,needs refurb,Flat,4,103,No,exterior, floor 1,190000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,needs refurb,Flat,4,80,Yes,exterior, floor 3,295000
Eixample,la Sagrada Família,needs refurb,Flat,3,53,No,exterior,mezzanine,180000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,6,170,Yes,exterior,mezzanine,820000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,74,Yes,exterior, floor 6,214900
Sant Andreu,la Sagrera,needs refurb,Flat,4,74,Yes,interior, floor 4,205000
Sants-Montjuïc,Hostafrancs,needs refurb,Flat,3,60,Yes,exterior, floor 4,180000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Flat,4,183,Yes,exterior, floor 4,900001
Ciutat Vella,el Raval,needs refurb,Flat,2,60,Yes,exterior, floor 6,220000
Horta-Guinardó,Horta,needs refurb,Flat,3,70,Yes,exterior, floor 3,198000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,4,60,No,exterior, floor 2,137000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,3,90,No,exterior, floor 1,270000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,169,Yes,exterior, floor 2,642000
Sant Andreu,la Sagrera,needs refurb,Flat,4,83,Yes,exterior, floor 1,215000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,6,305,Yes,exterior, floor 2,1050000
Les Corts,la Maternitat i Sant Ramon,needs refurb,Flat,3,79,Yes,exterior, floor 2,279000
Les Corts,Pedralbes,needs refurb,Flat,3,93,Yes,exterior,ground floor,395000
Gràcia,la Salut,needs refurb,Flat,3,90,Yes,exterior, floor 1,270000
Eixample,la Sagrada Família,needs refurb,Flat,2,100,Yes,exterior,ground floor,190000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,3,95,Yes,exterior, floor 5,380000
Les Corts,les Corts,needs refurb,Flat,4,97,Yes,exterior, floor 3,399000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,140,Yes,exterior, floor 2,439000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Penthouse,3,82,Yes,exterior, floor 8,340000
Horta-Guinardó,Can Baró,needs refurb,Duplex,3,115,Yes,exterior, floor 5,270000
Eixample,la Sagrada Família,needs refurb,Flat,4,109,Yes,exterior, floor 4,360000
Sants-Montjuïc,la Marina de Port,needs refurb,Flat,4,95,Yes,exterior, floor 5,225000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Penthouse,3,200,Yes,exterior, floor 7,1200000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,3,80,Yes,exterior, floor 2,269000
